sqft,bedrooms,bathrooms,age,lot_size,garage,neighborhood,has_pool,distance_city,condition,price
4286,6,3,13,1.18,1,4,0,18.9,10,886000
4384,5,2,97,0.48,0,9,0,21.3,7,947000
2196,4,2,7,1.44,3,6,0,13.5,10,635000
4437,4,3,70,1.69,0,9,1,2.7,10,1381000
4130,5,4,76,0.25,3,8,0,26.3,3,916000
3503,3,1,53,2.19,2,7,0,5.2,5,854000
1270,3,3,20,0.54,1,5,0,14.5,6,534000
2153,4,2,95,0.64,2,9,1,14.3,9,790000
3583,3,3,74,1.69,3,4,1,6.5,4,787000
3631,2,2,13,1.23,1,4,0,26.8,8,898000
1157,2,3,74,1.3,2,8,0,7.4,8,575000
3819,2,2,1,0.41,3,4,1,31.2,10,1142000
1467,5,2,97,2.03,1,7,0,10.3,6,469000
1945,3,1,60,1.58,0,4,0,11.8,8,557000
4985,4,1,16,0.42,1,1,1,14.1,5,1056000
4519,3,4,77,1.0,1,10,0,6.5,1,1053000
3545,3,4,88,2.04,0,9,0,17.7,4,548000
1339,3,3,47,1.46,2,4,1,3.7,6,656000
3579,4,2,90,0.36,1,3,0,17.4,9,812000
4936,4,2,7,0.99,3,3,0,13.9,4,1161000
4575,5,3,55,0.68,1,9,0,13.9,6,951000
3308,4,4,16,1.34,2,8,1,26.6,10,1246000
3579,4,2,68,2.12,2,10,0,30.9,5,879000
1724,4,3,11,1.15,3,7,1,14.6,9,818000
3756,5,4,37,1.14,2,7,0,10.8,10,841000
2381,4,4,17,2.27,1,4,0,20.0,6,681000
4124,1,2,25,1.48,3,3,0,31.6,3,841000
1055,4,1,94,1.46,1,4,1,26.0,2,264000
2638,4,2,36,0.73,0,6,0,2.0,3,594000
2744,4,2,69,1.56,2,4,1,19.5,6,752000
809,3,2,40,1.48,2,4,0,39.6,10,453000
3671,5,2,78,1.05,0,2,1,14.4,8,595000
1597,6,3,41,2.48,2,7,0,17.9,8,923000
1815,3,2,89,2.22,2,6,0,11.9,5,467000
2624,5,2,75,1.9,3,2,0,20.2,1,496000
3936,2,3,40,1.39,1,5,0,6.9,1,1025000
2993,2,3,46,1.21,1,6,0,10.3,7,828000
1023,2,3,13,0.54,2,5,0,28.6,2,462000
4958,2,2,0,0.83,1,4,0,6.0,4,892000
4725,5,3,16,1.96,2,9,0,37.1,10,1265000
4800,2,3,96,1.19,2,3,0,12.7,5,1226000
2433,3,1,54,2.22,2,2,0,23.2,8,514000
2952,2,3,92,0.45,3,9,1,13.2,10,918000
1310,3,2,52,1.32,3,8,0,19.4,9,512000
1184,2,2,30,1.65,2,9,1,36.2,1,430000
1204,4,2,61,1.34,3,10,0,3.2,9,614000
2800,2,2,7,2.23,1,3,0,34.3,5,660000
3556,5,2,29,2.47,2,1,0,22.5,4,774000
2468,5,3,76,0.38,2,1,0,26.8,10,563000
2260,1,1,79,0.41,3,3,0,2.7,5,662000
4436,5,4,65,0.41,2,4,0,30.6,9,1186000
3524,1,3,44,1.73,2,2,0,5.5,8,819000
4978,3,2,17,0.99,3,8,0,38.6,10,1160000
2848,1,1,98,1.86,2,3,1,32.1,5,678000
4946,3,3,44,1.07,2,4,0,20.0,10,1169000
1516,4,3,18,1.61,0,6,0,37.0,5,535000
2623,4,1,76,1.95,1,10,0,7.2,1,921000
2881,3,2,67,1.42,3,6,1,39.7,9,657000
4219,4,3,82,1.39,2,2,0,28.8,3,782000
2374,2,1,49,0.31,2,6,0,4.4,1,552000
1049,4,4,24,1.09,1,4,0,21.7,5,488000
1473,3,3,37,1.41,0,5,0,28.6,10,425000
2965,2,2,94,1.21,1,7,1,24.7,3,691000
1570,2,2,35,2.26,2,7,0,17.2,6,562000
4762,2,1,67,2.28,1,6,1,10.3,7,1175000
2784,4,3,55,2.07,1,10,1,9.9,4,812000
1877,5,1,38,1.0,2,6,0,37.1,4,489000
1035,2,2,62,1.82,2,6,0,9.8,2,449000
1188,4,3,6,1.05,1,4,1,38.5,2,466000
3837,4,2,57,0.66,2,3,0,8.8,7,790000
2648,5,2,79,0.92,3,1,1,15.7,5,607000
3614,3,3,58,0.27,2,3,1,1.0,5,757000
4174,3,2,47,0.9,3,3,1,36.2,2,1100000
4078,5,4,4,1.21,3,9,1,4.6,7,1302000
2052,4,3,86,2.39,0,3,1,14.6,2,570000
4781,3,2,35,0.85,0,8,0,33.8,5,1043000
2922,2,2,95,2.27,2,8,0,31.8,5,709000
2950,3,2,87,0.65,2,3,0,33.7,3,505000
2129,4,3,24,0.56,2,10,1,36.6,2,634000
2158,4,2,44,1.35,1,10,1,36.5,3,628000
3282,2,4,91,1.71,2,6,0,30.9,5,797000
2817,4,3,18,0.21,0,8,0,23.5,6,697000
2131,4,2,6,0.63,3,8,0,22.7,4,847000
2158,4,3,57,1.19,1,10,1,1.0,7,974000
3977,4,2,80,0.89,3,10,0,29.0,2,659000
2928,5,3,65,1.81,1,9,0,9.5,6,1026000
2980,3,3,79,1.33,1,9,1,33.2,9,660000
937,5,1,38,0.48,1,8,0,22.4,10,464000
4272,2,2,17,2.25,3,7,1,39.5,5,1052000
3632,2,4,0,0.8,0,10,1,8.8,4,681000
4379,3,3,62,1.85,2,3,1,29.1,9,858000
3831,2,4,2,1.97,3,7,0,22.1,6,1048000
4964,3,1,20,2.41,2,4,0,37.3,4,815000
3393,2,2,29,1.3,1,2,1,11.0,1,581000
4618,5,2,10,1.58,3,8,0,2.8,9,1546000
4938,2,3,21,0.9,3,2,0,22.0,10,1068000
4623,4,2,56,1.73,2,1,1,21.1,3,1047000
4842,1,2,88,1.21,2,5,0,12.8,6,1186000
2706,5,3,2,1.15,3,10,0,39.5,1,929000
1560,4,2,29,2.15,3,9,0,3.3,6,660000
4245,1,2,87,0.22,2,5,1,23.0,3,721000
1699,4,2,44,2.22,3,2,1,10.8,3,615000
3747,4,3,35,2.14,1,10,0,0.6,7,1146000
2519,4,2,86,1.32,1,4,0,39.5,9,577000
1080,4,2,71,1.28,1,8,0,19.5,6,502000
4066,4,2,63,0.97,1,7,0,34.4,1,787000
2687,4,3,53,2.49,2,5,0,33.7,9,742000
4066,3,3,67,0.37,2,4,0,32.6,5,740000
1466,1,2,49,1.52,1,5,0,18.6,2,352000
4988,5,2,30,1.74,2,7,0,35.9,3,926000
1471,3,4,28,2.34,1,5,1,15.0,5,575000
2769,3,4,58,1.97,3,8,0,16.6,2,871000
4956,1,3,35,1.65,3,7,1,10.6,3,1135000
3922,3,4,76,0.38,1,7,1,18.2,8,852000
4700,6,3,72,1.0,3,9,0,39.5,6,1022000
1323,3,3,84,0.43,1,8,0,23.1,2,291000
3193,3,2,66,2.21,2,8,1,33.3,2,722000
3917,4,2,88,1.9,3,6,1,10.9,1,987000
3393,5,1,88,1.92,1,7,0,38.3,7,610000
2768,3,3,75,1.67,2,8,0,1.0,6,594000
2553,3,4,92,1.32,1,5,0,37.2,6,465000
3096,5,3,10,0.46,1,10,0,36.0,5,788000
3061,4,2,10,0.89,2,2,0,3.2,3,728000
3086,2,2,25,0.43,3,7,0,24.4,8,833000
3678,2,2,52,1.84,2,10,0,31.5,3,957000
4943,3,2,13,0.48,3,3,0,16.5,5,986000
4444,3,3,63,1.79,3,10,1,4.1,8,1295000
2855,3,4,79,1.76,1,8,1,33.3,3,596000
2076,5,1,9,1.2,2,6,1,18.9,5,827000
3566,2,1,30,0.42,2,4,0,10.9,6,812000
1102,4,3,94,0.86,2,2,0,3.3,1,219000
1438,3,2,35,0.87,0,7,1,25.8,2,480000
855,4,4,9,1.78,3,1,0,2.2,7,699000
1325,4,2,25,0.37,2,7,0,31.7,9,705000
4923,1,2,19,2.09,2,10,0,30.9,10,1163000
2925,4,2,43,1.93,2,10,1,13.3,4,965000
4087,2,1,61,0.55,0,7,0,19.2,5,658000
1164,5,3,72,1.83,2,10,0,26.9,4,439000
2446,5,2,78,1.7,3,3,0,38.4,3,538000
1718,3,2,8,1.9,3,4,1,21.0,10,640000
3597,3,2,70,0.55,1,4,0,39.9,2,645000
2331,3,1,89,0.48,2,4,0,13.3,3,524000
4145,4,1,23,0.67,2,9,0,21.3,2,1029000
2706,3,2,11,0.98,1,6,0,5.1,8,886000
3886,3,3,59,2.0,0,10,0,22.5,1,941000
2875,3,4,83,1.87,2,9,0,21.7,5,906000
1513,2,2,77,2.32,2,4,1,34.0,1,477000
1862,4,1,85,0.24,0,7,1,39.9,5,427000
2776,1,1,15,0.13,0,10,0,39.5,3,439000
2096,4,2,28,1.78,1,9,0,9.8,9,614000
925,2,3,31,0.77,1,10,0,13.9,1,503000
4396,3,3,82,0.9,2,3,1,11.3,10,970000
4083,4,3,34,1.41,1,3,0,8.4,1,1113000
2403,6,2,42,0.35,1,6,0,6.4,8,535000
866,4,2,95,1.64,3,8,0,20.7,3,465000
1032,3,4,52,0.88,1,1,0,35.0,7,322000
2956,2,2,19,1.62,2,4,0,23.8,10,673000
1969,5,2,83,2.1,3,8,0,35.0,5,777000
2958,3,4,7,0.51,2,6,0,38.4,2,616000
2293,2,3,98,2.33,2,2,1,15.6,7,605000
4807,5,3,41,1.37,2,8,1,33.5,7,1352000
3272,5,2,76,2.32,0,1,0,2.6,3,574000
3460,6,2,69,0.6,2,1,0,19.5,6,511000
3539,5,1,15,1.55,2,7,0,15.0,5,994000
2561,5,3,68,1.07,1,10,0,8.6,1,840000
4314,2,1,52,1.96,2,3,0,17.8,1,751000
2775,2,3,44,1.55,3,8,0,18.0,2,577000
3162,4,3,50,1.29,1,9,1,32.4,7,890000
1676,4,2,97,2.29,2,8,0,34.8,3,473000
4612,3,1,5,1.01,2,1,0,26.4,9,675000
4248,3,1,32,0.63,3,1,0,25.5,3,866000
2112,3,3,78,1.56,3,6,0,4.9,10,613000
2260,4,3,14,1.6,2,1,1,23.2,4,698000
3509,1,3,13,1.15,1,8,1,11.3,8,1276000
3124,3,2,38,1.27,0,6,0,12.1,4,717000
2533,4,2,62,2.4,1,5,1,4.2,7,745000
2405,4,3,4,1.86,2,6,0,25.6,5,763000
3363,2,2,89,0.37,2,4,1,23.6,6,674000
4221,4,3,80,0.61,3,1,0,9.2,8,708000
4317,4,3,51,2.44,2,7,0,10.9,4,1070000
3197,3,2,15,1.84,2,10,0,31.0,6,819000
4535,1,1,98,2.3,2,9,0,31.8,10,890000
3670,3,2,37,0.83,1,4,1,20.0,2,694000
1960,3,1,52,1.88,2,4,0,6.4,9,635000
1042,5,3,86,1.81,2,9,0,2.7,9,513000
3390,2,3,76,0.81,3,4,1,11.2,10,879000
1863,4,4,96,1.42,1,10,0,29.4,10,681000
3395,2,3,92,1.61,3,4,0,24.2,6,733000
1719,3,1,52,1.25,2,8,1,28.9,6,461000
805,4,2,45,2.09,1,4,1,19.1,10,430000
1267,3,3,97,2.1,1,9,0,30.3,7,471000
4970,3,2,97,2.14,1,8,0,19.5,4,791000
803,2,3,90,2.03,2,5,1,3.8,7,459000
1445,3,3,14,1.27,0,9,0,3.7,10,804000
917,4,2,58,1.02,2,8,0,33.3,1,414000
3728,3,2,49,2.1,3,10,0,25.4,7,797000
3351,5,3,8,1.28,2,4,0,11.5,1,1134000
1646,4,4,25,0.69,2,4,0,30.4,8,525000
3562,3,2,2,1.32,1,1,1,5.9,10,912000
1941,1,4,99,0.44,2,4,0,26.0,6,394000
2610,3,3,46,1.76,1,8,1,39.6,1,708000
1523,4,4,4,0.91,3,5,0,6.4,1,739000
1024,3,1,61,0.73,1,6,0,6.1,4,312000
2848,5,1,83,2.4,2,4,0,19.0,7,634000
2373,3,3,83,1.96,2,5,1,25.9,5,649000
2628,5,4,4,1.99,2,10,0,1.5,5,704000
2717,2,2,9,1.6,3,8,0,20.2,8,940000
2826,5,3,79,2.11,1,9,1,3.8,2,723000
4544,3,4,62,1.92,1,3,1,10.0,4,973000
1701,3,1,24,1.54,2,10,0,28.6,4,512000
2839,3,3,43,2.41,2,4,0,29.7,8,613000
809,3,4,24,0.56,2,1,0,29.3,6,348000
1060,6,2,29,2.36,0,5,0,3.1,10,691000
2473,3,2,13,1.06,2,4,1,31.6,9,613000
3019,2,3,85,1.37,3,6,0,17.6,10,871000
2860,4,2,42,0.39,2,6,0,19.3,9,896000
4513,3,1,27,1.4,3,10,0,17.1,4,1232000
2419,4,4,93,1.57,2,6,0,34.4,10,645000
1120,4,3,18,2.49,1,3,1,27.4,7,545000
2142,3,3,41,2.44,0,7,1,20.3,3,808000
3176,5,3,19,2.42,2,3,0,33.5,6,924000
3632,3,1,98,0.94,2,6,0,32.3,1,658000
3624,2,2,85,2.48,2,10,0,0.7,5,749000
2794,4,2,78,1.19,2,1,0,19.4,6,738000
3758,4,2,10,2.14,3,8,0,2.2,5,1062000
2838,3,3,53,0.62,2,7,1,12.6,7,729000
4290,4,3,97,1.31,2,9,0,32.3,4,985000
4477,3,2,23,2.42,1,3,0,37.8,5,618000
1918,3,2,69,2.37,2,8,0,10.1,4,685000
2404,5,2,16,1.74,3,2,0,1.3,9,825000
4827,2,2,27,2.01,0,9,0,16.4,2,1085000
1035,3,2,49,0.52,3,1,1,13.7,1,399000
2769,5,1,94,1.83,3,10,0,27.2,4,766000
2708,6,3,99,1.58,2,7,0,20.1,6,779000
1175,3,1,54,0.32,1,10,0,16.3,10,565000
4330,4,2,72,0.37,1,1,0,9.6,8,935000
3435,4,3,9,0.36,1,6,0,33.2,4,762000
2370,5,1,20,1.84,0,1,0,10.3,1,570000
3360,5,3,57,0.44,2,4,1,2.7,9,811000
4191,2,2,33,1.22,0,7,1,22.8,3,942000
3765,3,1,94,0.96,2,2,1,13.0,6,730000
4443,3,2,92,1.42,1,3,0,28.6,10,721000
4650,4,4,42,1.8,1,4,0,3.7,8,1145000
1672,4,2,10,1.74,2,6,0,38.7,5,426000
2052,4,4,32,1.34,3,9,0,7.9,7,668000
2114,6,2,57,1.21,2,4,0,14.6,10,718000
3698,2,2,45,1.05,2,6,0,19.5,9,774000
877,3,2,60,2.17,2,7,1,35.7,1,443000
3421,3,2,61,0.89,2,4,0,29.0,8,989000
1400,3,2,0,0.72,3,6,1,6.2,2,418000
1865,1,2,20,1.88,1,3,0,17.8,1,491000
2936,2,2,61,0.96,3,5,0,21.9,4,854000
3249,4,2,63,2.13,1,10,1,28.2,6,908000
3143,5,2,86,0.89,3,4,0,23.1,8,724000
2663,4,2,72,1.78,1,7,1,18.6,1,632000
2118,4,2,55,0.21,3,6,0,30.7,1,471000
4397,3,3,0,1.03,3,7,0,15.4,10,779000
4562,4,4,20,0.92,1,6,0,39.5,2,890000
2990,4,2,21,2.06,3,2,0,37.9,9,765000
1792,4,2,53,2.42,0,7,1,28.4,4,588000
3512,3,2,3,1.21,1,8,0,35.4,7,1000000
2992,2,4,64,2.08,2,7,0,16.0,3,863000
2048,2,1,50,1.78,3,4,1,23.5,1,562000
3854,4,3,73,2.42,2,4,1,11.3,1,911000
4833,5,2,62,2.05,2,5,0,35.5,9,1018000
2797,5,2,14,0.29,2,9,0,19.1,4,713000
4487,3,2,35,1.81,3,5,1,21.7,3,1154000
2951,4,2,28,1.39,2,2,1,34.7,5,686000
4818,5,4,51,0.14,1,5,1,32.0,1,1005000
3910,3,2,45,0.7,1,3,0,13.2,3,1060000
2770,3,3,68,2.31,0,10,0,4.0,4,875000
997,5,3,28,2.32,2,8,0,6.9,6,599000
3426,3,3,46,2.02,1,10,0,13.9,9,731000
2002,5,2,90,2.46,1,10,0,12.6,3,739000
2835,6,1,24,2.04,3,2,0,2.0,4,428000
1277,4,2,79,0.12,1,4,0,17.6,5,325000
2054,5,2,15,0.79,2,5,0,4.7,8,499000
1722,4,3,99,0.17,1,4,1,9.2,9,465000
1219,4,1,88,0.33,0,5,1,31.6,3,275000
3004,3,3,40,0.63,1,10,0,20.0,3,797000
3397,2,2,64,1.31,2,4,1,15.2,7,758000
1920,3,4,68,2.13,3,3,1,7.8,9,770000
3868,4,2,19,2.17,1,1,0,34.7,1,825000
1750,2,2,68,1.58,1,4,0,36.2,1,417000
3136,1,4,35,2.33,2,9,0,21.0,2,663000
3043,2,2,92,1.3,2,1,0,36.9,6,523000
3445,4,4,97,2.23,2,7,0,18.9,3,887000
2657,6,1,57,1.19,3,3,0,4.7,8,724000
2665,6,2,47,0.77,2,8,0,1.2,5,720000
3712,3,3,81,2.3,2,6,0,5.6,3,752000
3653,5,4,1,1.03,3,1,0,25.1,8,1159000
4028,4,2,79,1.31,2,10,0,13.2,8,1048000
4519,4,4,28,0.89,1,5,0,26.1,2,647000
4028,4,3,96,1.69,1,8,0,20.6,5,711000
3171,2,3,15,2.49,1,3,0,13.7,3,518000
3691,5,2,34,0.16,1,4,1,9.1,7,688000
4556,3,2,61,2.26,1,7,0,3.7,2,801000
894,3,4,80,0.11,0,6,0,31.4,9,402000
3474,4,4,3,0.97,3,7,1,32.9,2,1021000
2755,3,2,67,0.5,3,9,1,21.9,2,640000
1593,3,1,50,1.92,2,9,0,6.7,6,540000
2634,4,1,88,0.22,3,2,0,10.9,3,475000
2916,1,3,32,1.43,1,3,0,38.2,3,516000
4906,4,1,77,0.81,3,4,0,9.4,10,968000
4125,4,2,23,0.42,2,6,0,2.7,2,815000
3719,4,2,74,1.95,0,5,0,22.2,5,733000
3397,4,3,24,0.62,1,6,1,10.8,5,703000
4005,4,1,27,0.64,1,8,0,38.3,7,879000
1614,4,2,6,0.76,0,2,0,23.2,8,495000
1145,4,3,35,1.51,1,6,0,38.6,8,408000
3149,4,3,9,1.68,0,9,1,31.5,3,774000
1162,4,2,35,0.14,1,5,0,29.1,6,391000
3243,5,2,94,0.68,1,1,0,33.3,5,632000
3065,2,3,82,1.13,3,8,0,24.4,4,863000
2988,3,3,17,0.9,1,4,0,0.9,10,796000
3805,5,3,5,2.22,1,8,0,16.0,6,1072000
4081,3,4,91,1.99,2,4,1,9.2,4,882000
1784,2,3,6,1.6,3,8,0,17.7,8,859000
2439,4,3,11,0.91,1,9,0,19.1,9,1004000
1627,2,2,40,1.78,3,5,0,5.5,1,596000
3530,3,2,62,2.12,1,5,1,1.4,1,860000
4331,6,2,97,1.53,1,2,0,6.0,4,878000
3735,4,2,24,1.98,1,9,1,34.4,6,989000
4676,3,2,80,1.9,2,4,0,30.4,8,817000
926,6,2,52,1.47,1,3,0,32.1,1,291000
3977,6,3,32,0.85,2,2,1,11.4,3,946000
3856,3,2,86,1.89,1,3,0,9.8,4,690000
1403,3,2,72,0.6,2,4,0,2.0,10,384000
4249,5,4,5,1.97,1,9,0,19.2,2,1048000
4946,4,2,61,2.03,2,6,0,15.6,9,827000
4333,4,2,65,2.07,2,10,0,33.5,3,1257000
4167,5,2,8,1.23,2,5,0,27.4,4,869000
4168,4,4,66,0.56,1,9,0,6.2,4,961000
4597,3,2,15,0.34,3,8,0,39.5,1,1153000
2592,4,3,88,1.88,2,6,0,30.9,5,878000
3661,3,2,87,2.23,1,3,0,28.9,5,678000
4276,4,2,92,1.66,3,7,0,9.1,2,810000
4217,4,2,54,0.45,2,10,0,36.3,1,990000
2445,2,3,39,2.34,2,6,1,19.2,5,735000
2005,4,3,25,2.47,1,8,0,12.3,5,703000
3830,3,3,37,1.14,2,6,0,26.4,7,921000
3672,3,3,34,1.53,1,10,0,8.9,10,1074000
3872,4,2,86,1.97,2,4,0,36.3,10,1066000
2654,3,3,67,1.87,2,10,0,34.2,2,568000
4821,4,2,58,2.42,2,7,0,18.9,8,1407000
3508,2,3,13,0.38,1,7,0,8.0,5,829000
4302,4,2,46,1.49,3,8,0,20.1,5,1152000
2132,5,1,70,1.76,1,2,0,6.4,9,567000
1001,4,2,71,2.24,2,6,0,11.2,2,430000
4307,3,2,41,2.2,2,3,0,19.6,10,984000
1374,6,2,50,2.45,2,8,0,1.3,2,539000
1336,3,3,18,1.33,1,4,0,30.7,5,573000
2425,1,1,65,2.09,1,4,1,8.3,1,599000
2922,3,2,46,1.13,1,2,0,34.7,5,617000
1185,1,3,64,1.11,2,6,0,1.4,5,436000
4081,6,2,41,0.71,1,6,1,21.5,8,772000
1274,3,3,37,2.06,2,1,0,31.2,6,463000
1217,4,3,12,2.47,2,8,1,9.9,6,776000
4400,4,4,43,0.72,1,3,0,28.4,5,964000
1754,3,3,23,0.23,1,1,0,29.0,5,433000
2005,4,1,95,2.06,1,10,0,25.7,8,583000
4920,1,2,29,1.59,1,1,0,14.9,1,1034000
2790,3,1,69,2.4,2,1,1,31.5,9,684000
4372,1,4,37,0.71,2,5,1,25.3,6,1007000
4958,5,1,96,0.27,2,5,0,23.8,9,738000
3513,6,2,22,1.28,1,1,0,32.9,2,516000
3003,3,2,73,0.31,3,5,1,10.2,3,957000
3920,3,3,56,0.73,1,7,1,9.7,1,985000
1766,4,2,78,0.4,1,5,0,15.8,5,541000
4232,3,4,22,0.64,2,9,1,3.4,2,817000
1488,5,1,35,0.35,3,4,1,13.8,1,579000
4501,4,1,56,2.39,1,9,0,16.5,9,1010000
1141,3,2,0,0.77,2,8,0,20.1,9,599000
2524,5,3,71,1.17,3,1,1,10.5,6,720000
2592,3,4,2,2.26,2,4,0,36.3,8,787000
2559,5,1,13,1.73,0,7,0,11.8,9,788000
4012,5,1,80,1.58,3,1,0,34.1,5,652000
1789,2,3,33,1.79,2,8,1,18.1,2,706000
3062,1,1,69,2.09,2,2,0,28.9,4,499000
3282,6,1,68,2.21,2,8,0,4.9,3,742000
1751,5,1,50,1.64,3,4,0,22.0,10,602000
1522,2,1,28,2.24,2,8,0,38.5,7,451000
4189,5,2,98,1.38,0,1,1,26.8,10,934000
2879,3,1,81,0.77,2,5,1,32.9,10,792000
3517,3,2,47,2.21,0,9,0,10.8,10,858000
3132,5,3,93,1.4,1,7,0,32.1,8,710000
4176,2,2,78,2.27,2,3,0,14.4,5,833000
2300,5,3,78,0.2,1,4,0,19.7,2,356000
1085,3,1,15,1.05,2,10,1,7.9,9,507000
4295,4,3,56,2.37,3,7,1,19.7,1,1138000
2865,3,2,96,0.7,2,6,0,20.9,5,656000
1568,4,3,9,2.36,3,4,0,25.1,3,565000
3857,4,1,18,2.39,0,3,0,34.8,8,770000
2961,2,4,100,2.22,3,2,0,12.5,8,764000
4093,4,2,66,1.45,3,10,0,39.4,1,656000
1746,3,2,35,1.65,1,9,0,34.0,4,732000
4135,2,4,3,2.19,1,3,0,16.4,10,1131000
4950,5,3,74,1.96,1,7,0,9.5,8,1035000
2281,3,2,32,1.61,3,1,1,3.3,9,736000
2701,4,4,27,2.46,3,8,0,9.8,9,1127000
4251,4,2,95,1.75,1,1,1,35.4,2,617000
4864,4,1,79,2.44,2,2,0,12.0,9,1157000
854,2,4,8,0.24,1,1,0,6.0,8,395000
2623,3,2,74,0.43,2,4,0,1.4,9,714000
4262,3,4,5,1.18,3,2,0,12.3,9,1157000
3879,4,2,48,1.02,1,1,0,9.0,3,766000
1632,5,3,90,1.98,3,1,0,4.5,5,571000
3606,4,2,75,0.49,3,2,1,38.1,3,657000
3290,2,4,21,2.44,3,6,1,11.1,6,965000
1127,3,3,47,0.86,1,2,0,0.7,10,392000
4110,2,1,100,1.13,1,2,0,37.8,5,573000
4100,2,3,20,0.76,0,8,0,23.4,2,906000
4475,3,1,32,1.49,2,5,0,3.8,3,1077000
3854,3,3,80,0.24,2,8,0,1.7,7,724000
2943,3,4,55,0.46,1,8,1,4.8,10,914000
2111,2,2,28,1.89,2,2,0,23.9,10,698000
3991,1,3,52,0.55,1,7,1,2.9,5,1092000
3338,2,1,39,0.67,1,9,0,22.9,3,739000
4783,2,2,73,2.0,2,8,0,26.3,4,830000
964,3,2,17,0.32,0,9,0,6.3,6,540000
1622,4,3,46,1.15,1,8,0,19.8,8,644000
1743,2,1,12,0.16,1,4,1,38.6,7,486000
1574,3,3,26,0.93,3,10,1,33.5,3,630000
2998,3,1,61,1.78,2,7,0,29.1,2,713000
3956,2,3,73,0.32,2,9,1,21.0,3,948000
4495,1,1,95,2.23,2,9,0,16.1,5,874000
4252,3,3,44,2.28,2,4,0,18.3,7,927000
1714,4,2,2,0.35,1,7,1,30.7,8,505000
2108,3,2,21,2.48,2,6,0,22.4,6,711000
4977,2,2,26,0.81,2,3,0,30.7,2,978000
1313,5,3,54,0.3,2,10,0,38.8,2,410000
2720,3,2,66,0.11,2,6,0,25.8,10,655000
4394,3,3,32,1.08,2,8,0,24.3,5,931000
2209,5,2,1,1.61,1,2,0,16.5,5,732000
3990,5,3,74,0.9,3,3,0,8.3,1,671000
2355,3,1,45,2.11,1,8,0,15.3,1,734000
1604,3,2,73,1.82,3,4,0,21.0,9,624000
2079,3,2,32,0.94,1,4,1,1.9,7,406000
4377,2,1,57,1.86,1,2,0,19.3,8,914000
3701,4,2,6,2.36,2,10,0,34.6,5,1074000
2187,2,4,14,0.32,1,1,0,39.1,3,365000
3561,3,4,25,0.83,3,7,0,34.3,3,831000
3479,5,3,10,1.21,2,4,0,7.3,3,817000
2906,6,2,37,1.3,2,6,1,6.6,1,692000
3568,3,2,26,1.4,1,8,0,16.0,3,774000
4753,4,3,6,0.82,1,7,0,9.4,2,1201000
3986,3,1,0,1.7,1,7,1,27.2,8,1007000
4080,5,4,73,1.65,2,6,1,3.8,10,965000
3373,3,2,20,1.49,2,4,0,18.0,10,703000
3399,1,4,78,0.37,2,4,0,11.6,6,806000
4833,2,2,29,1.24,3,9,0,24.0,5,1374000
1036,3,3,93,0.95,2,5,0,32.0,1,286000
2104,3,1,7,1.28,3,9,0,37.0,2,650000
4230,4,4,87,2.31,1,9,0,38.6,2,1260000
2101,4,2,82,1.25,0,4,0,14.4,7,564000
3341,3,3,2,0.13,1,2,1,34.3,7,890000
2851,3,3,54,1.15,1,2,0,23.9,6,561000
1241,2,2,14,2.07,2,9,0,27.8,8,525000
2876,5,2,35,1.97,2,9,0,34.1,4,960000
3980,5,2,5,1.33,2,3,0,5.6,9,1051000
3457,6,2,41,0.7,2,5,0,37.9,8,836000
4598,5,2,49,1.22,3,5,0,22.1,3,1040000
1604,2,2,17,1.45,3,2,1,13.8,3,675000
874,1,2,82,2.5,1,2,0,13.9,9,281000
2975,4,3,49,1.65,1,10,0,30.2,9,867000
4724,5,3,29,1.77,1,1,0,27.3,5,847000
2889,2,2,76,1.28,1,2,1,29.3,10,650000
840,1,4,38,0.95,2,7,1,10.5,1,517000
2881,5,4,11,2.05,2,1,1,7.2,3,846000
2422,2,2,97,1.29,1,1,0,29.0,5,521000
1141,3,2,58,2.49,2,9,1,12.3,4,535000
4852,4,2,75,1.2,2,2,1,9.3,4,1031000
2874,3,3,43,0.26,0,4,0,9.0,1,717000
1445,2,3,87,1.74,1,3,0,6.4,6,387000
1409,4,2,3,0.21,3,4,1,17.4,10,580000
1254,4,3,35,0.7,2,7,1,10.8,4,562000
3753,6,2,47,0.95,1,10,1,35.8,1,708000
2508,3,1,13,1.87,1,2,0,27.7,10,746000
4272,2,3,80,1.29,1,2,1,29.9,6,824000
3769,4,3,48,0.17,0,9,0,16.4,5,646000
3828,4,2,66,1.58,3,6,0,24.2,5,814000
3481,3,2,86,1.09,0,7,1,20.3,2,862000
4429,4,4,76,2.31,1,5,1,7.1,1,923000
3867,3,3,8,1.3,0,5,0,2.4,7,1145000
2186,3,3,20,1.8,2,4,1,27.5,5,644000
4576,2,1,71,0.63,0,8,0,5.3,3,687000
3666,3,2,80,1.93,1,7,0,2.8,6,574000
4163,3,2,15,1.83,2,10,1,18.0,3,1415000
4924,4,2,15,2.27,2,2,1,29.7,6,934000
948,4,3,27,0.18,1,2,0,30.9,6,310000
4650,5,2,50,1.17,1,6,0,35.0,9,971000
2858,2,2,55,1.73,2,1,0,8.4,8,676000
1936,2,2,79,0.33,3,7,1,39.4,1,415000
986,1,2,56,1.09,1,8,1,30.6,7,519000
3654,2,4,51,2.36,0,10,1,6.7,9,1066000
2050,4,3,45,1.15,0,8,0,33.7,2,660000
